股票代码,股票名称,最新价格,涨跌幅(%),市盈率PE,市净率PB,总市值,板块类型,风险状态
002148,北纬科技,6.72,2.44,855.077,3.084,3754808938,深交所主板,正常上市
002149,西部材料,40.57,-0.22,246.393,5.321,19806853096,深交所主板,正常上市
002150,正泰电源,22.26,-1.07,28.9,3.715,8032939555,深交所主板,正常上市
002151,北斗星通,29.57,0.03,-75.103,3.323,16053875697,深交所主板,正常上市
002152,广电运通,10.19,-0.29,29.894,1.99,25305671731,深交所主板,正常上市
002153,石基信息,8.49,-1.51,-141.652,3.462,23170855710,深交所主板,正常上市
002154,报喜鸟,4.28,0.23,15.263,1.278,6245948360,深交所主板,正常上市
002157,正邦科技,2.98,0.0,-24.446,2.648,27565484515,深交所主板,正常上市
002158,汉钟精机,28.55,0.99,32.29,3.421,15266374168,深交所主板,正常上市
002160,常铝股份,3.96,-1.25,60.356,1.082,4089813421,深交所主板,正常上市
002161,远望谷,5.97,0.84,3371.809,2.894,4416351678,深交所主板,正常上市
002162,悦心健康,4.15,0.0,370.02,4.597,3816759005,深交所主板,正常上市
002163,海南发展,8.46,-1.51,-15.489,12.024,7148343555,深交所主板,正常上市
002165,红宝丽,6.77,-2.03,-173.332,2.486,4977776796,深交所主板,正常上市
002166,莱茵生物,6.92,1.32,33.142,1.61,5131937221,深交所主板,正常上市
002167,东方锆业,17.39,-0.74,248.645,7.571,13471568687,深交所主板,正常上市
002168,ST惠程,3.93,1.55,-46.02,274.825,3081762036,深交所主板,ST风险警示
002169,智光电气,13.06,-1.66,52.327,3.656,10222115468,深交所主板,正常上市
002170,芭田股份,11.25,-1.92,10.753,2.694,10916957329,深交所主板,正常上市
002171,楚江新材,9.73,-0.71,40.323,1.773,15791185495,深交所主板,正常上市
002172,澳洋健康,4.13,10.13,112.832,17.456,3162474647,深交所主板,正常上市
002173,创新医疗,22.6,0.8,-216.587,5.785,9973026355,深交所主板,正常上市
002174,游族网络,13.38,10.03,-48.861,2.889,13109870738,深交所主板,正常上市
002175,*ST东智,2.52,-1.95,-90.192,4.157,3217487432,深交所主板,*ST退市风险警示
002176,江特电机,9.51,1.17,-31.965,5.483,16188403025,深交所主板,正常上市
002177,御银股份,5.75,-0.86,302.665,2.548,4376849941,深交所主板,正常上市
002179,中航光电,36.05,1.61,39.457,3.095,75713879007,深交所主板,正常上市
002180,奔图科技,17.57,-1.73,-33.907,2.743,24982412677,深交所主板,正常上市
002180,奔图科技,17.55,-1.85,-33.811,2.735,24953975099,深交所主板,正常上市
002181,粤传媒,9.35,-0.32,148.664,2.553,10855893927,深交所主板,正常上市
002182,宝武镁业,12.4,-1.82,-295.322,2.329,12298215257,深交所主板,正常上市
002183,怡亚通,4.64,-0.85,-37.149,1.33,12050122182,深交所主板,正常上市
002184,海得控制,10.15,-0.2,-49.201,2.809,3571869956,深交所主板,正常上市
002186,全聚德,9.46,-0.63,281.099,3.399,2903478222,深交所主板,正常上市
002187,广百股份,5.45,-0.37,-40.464,0.954,3819875750,深交所主板,正常上市
002188,中天服务,5.43,-1.09,61.438,4.916,1776173982,深交所主板,正常上市
002189,中光学,19.13,-0.52,-22.732,11.965,4996742092,深交所主板,正常上市
002190,成飞集成,23.73,0.42,-130.621,1.952,8512647309,深交所主板,正常上市
002191,劲嘉股份,3.81,-0.26,-14.327,0.889,5387259358,深交所主板,正常上市
002192,融捷股份,70.48,0.38,34.1,4.724,18300498707,深交所主板,正常上市
002193,ST如意,4.92,2.5,-3.449,4.792,1287640506,深交所主板,ST风险警示
002195,岩山科技,7.01,-0.71,485.14,4.007,39722465000,深交所主板,正常上市
002196,方正电机,11.27,-0.62,117.221,3.919,5588476651,深交所主板,正常上市
002197,证通电子,7.37,1.24,-12.236,2.57,4527854779,深交所主板,正常上市
002198,ST嘉应,3.48,0.87,63.968,2.411,1766134271,深交所主板,ST风险警示
002199,东晶电子,13.04,-1.44,-85.58,17.527,3174488414,深交所主板,正常上市
002201,九鼎新材,8.42,-0.82,61.113,4.63,5486777149,深交所主板,正常上市
002202,金风科技,21.16,3.52,28.708,2.248,89375367771,深交所主板,正常上市
002203,海亮股份,19.75,1.91,43.829,2.657,45262166662,深交所主板,正常上市
002204,大连重工,5.39,0.0,17.007,1.294,10410084472,深交所主板,正常上市
002205,国统股份,10.7,-1.65,-21.375,7.743,1988522540,深交所主板,正常上市
002206,海利得,5.3,-0.56,12.372,1.494,6158744266,深交所主板,正常上市
002207,*ST准油,6.0,-2.12,-38.931,134.452,1572332268,深交所主板,*ST退市风险警示
002208,合肥城建,11.45,-2.3,-16.596,1.554,9197692186,深交所主板,正常上市
002209,达意隆,11.28,-0.27,20.897,2.613,2307098964,深交所主板,正常上市
002210,飞马国际,2.31,-1.28,221.233,6.559,6147447708,深交所主板,正常上市
002211,ST宏达,3.83,-1.79,-172.406,34.229,1656382234,深交所主板,ST风险警示
002213,大为股份,30.21,-0.13,3839.857,11.299,7263151127,深交所主板,正常上市
002214,大立科技,14.68,-1.61,-38.738,6.993,8788368245,深交所主板,正常上市
002215,诺普信,9.01,-1.1,11.66,1.855,9048371878,深交所主板,正常上市
002216,三全食品,12.78,0.39,18.556,2.304,11235972133,深交所主板,正常上市
002217,ST合力泰,1.54,0.65,591.707,6.155,11518274349,深交所主板,ST风险警示
002218,拓日新能,4.17,-1.88,-29.585,1.494,5872611621,深交所主板,正常上市
002219,新里程,2.5,10.13,335.058,4.293,8629804383,深交所主板,正常上市
002221,东华能源,5.52,-1.43,-10.69,0.87,8700225274,深交所主板,正常上市
002222,福晶科技,65.76,0.4,105.522,16.964,30923640000,深交所主板,正常上市
002223,鱼跃医疗,27.17,0.67,21.175,1.994,27237298161,深交所主板,正常上市
002224,三力士,3.6,-1.37,-223.168,1.01,3247618766,深交所主板,正常上市
002225,濮耐股份,3.84,-0.52,87.934,1.078,4451478324,深交所主板,正常上市
002226,江南化工,5.34,0.38,19.263,1.461,14145248046,深交所主板,正常上市
002227,*ST特迅,6.48,-1.07,-24.613,1.74,1605783982,深交所主板,*ST退市风险警示
002228,合兴包装,3.13,-1.26,40.225,1.262,3797897019,深交所主板,正常上市
002229,鸿博股份,13.69,6.04,-25.862,6.331,6792861471,深交所主板,正常上市
002230,科大讯飞,42.35,-0.56,117.916,4.456,101728081266,深交所主板,正常上市
002232,启明信息,14.73,-0.2,126.261,4.256,6017918742,深交所主板,正常上市
002233,塔牌集团,7.14,-0.7,20.051,0.716,8383434627,深交所主板,正常上市
002234,民和股份,7.81,-0.26,-10.272,1.599,2725379256,深交所主板,正常上市
002235,安妮股份,10.17,1.8,-304.433,8.08,5894250128,深交所主板,正常上市
002236,大华股份,16.59,-0.18,13.898,1.419,54237057808,深交所主板,正常上市
002237,恒邦股份,13.99,-1.82,30.273,1.485,20005286008,深交所主板,正常上市
002238,天威视讯,6.19,-0.48,-24.932,2.547,4967841200,深交所主板,正常上市
002239,奥特佳,2.53,-0.78,47.046,1.425,8889142132,深交所主板,正常上市
002240,盛新锂能,32.86,-0.42,-111.817,2.806,30076556634,深交所主板,正常上市
002241,歌尔股份,22.34,-0.98,19.976,2.123,79357738117,深交所主板,正常上市
002242,九阳股份,9.18,0.44,70.671,2.009,7004496060,深交所主板,正常上市
002243,力合科创,7.51,0.67,51.638,1.247,9091637685,深交所主板,正常上市
002244,滨江集团,9.42,-1.15,14.974,0.965,29309801444,深交所主板,正常上市
002245,蔚蓝锂芯,18.66,0.97,41.693,4.069,31864554824,深交所主板,正常上市
002246,北化股份,21.94,-0.54,31.568,3.691,12045823380,深交所主板,正常上市
002247,聚力文化,2.36,-1.26,45.012,2.986,2008053316,深交所主板,正常上市
002248,华东数控,12.17,0.0,110.338,32.619,3742221452,深交所主板,正常上市
002249,大洋电机,7.42,0.13,16.705,1.804,18305044675,深交所主板,正常上市
002251,步步高,3.92,-0.76,95.624,1.241,10539702781,深交所主板,正常上市
002252,上海莱士,5.03,1.21,24.994,1.027,33161144612,深交所主板,正常上市
002253,川大智胜,10.04,-0.4,-9.118,2.671,2265285994,深交所主板,正常上市
002254,泰和新材,12.64,-1.17,230.24,1.532,10763316233,深交所主板,正常上市
002255,海陆重工,8.5,-0.7,15.814,1.529,7062488968,深交所主板,正常上市
002256,兆新股份,3.78,-1.82,151.835,6.257,7713604553,深交所主板,正常上市
002258,利尔化学,13.96,-1.62,25.332,1.395,11174103703,深交所主板,正常上市
002259,升达林业,4.01,-0.25,15.284,6.585,3016836351,深交所主板,正常上市
002261,拓维信息,26.3,0.11,612.314,12.695,33137162976,深交所主板,正常上市
002262,恩华药业,22.27,0.77,21.043,2.699,22621567203,深交所主板,正常上市
002263,大东南,3.08,-1.28,318.167,2.076,5785349108,深交所主板,正常上市
002264,新华都,6.73,-0.15,30.255,2.325,4844330049,深交所主板,正常上市
002265,建设工业,20.29,2.01,89.734,5.357,20960389858,深交所主板,正常上市
002266,浙富控股,4.95,-1.59,17.827,2.043,25835393440,深交所主板,正常上市
002267,陕天然气,7.0,-1.13,15.686,1.109,7784528115,深交所主板,正常上市
002268,电科网安,14.31,-0.97,331.434,2.201,12101052348,深交所主板,正常上市
002269,美邦服饰,1.49,-1.32,-14.724,17.488,3743625000,深交所主板,正常上市
002270,华明装备,20.57,-0.19,26.283,5.906,18435357116,深交所主板,正常上市
002271,东方雨虹,11.7,-1.85,86.596,1.362,27947788432,深交所主板,正常上市
002273,水晶光电,27.67,0.44,32.136,3.776,38478793555,深交所主板,正常上市
002274,华昌化工,5.67,-0.7,-29.273,1.023,5399907543,深交所主板,正常上市
002275,桂林三金,13.51,1.58,17.549,2.39,7938051786,深交所主板,正常上市
002276,万马股份,10.49,-0.66,32.285,1.732,10606181429,深交所主板,正常上市
002277,友阿股份,5.95,1.19,-25.187,1.295,8295328160,深交所主板,正常上市
002278,神开股份,7.94,-1.73,87.464,2.191,3085626237,深交所主板,正常上市
002279,久其软件,7.09,-1.25,81.519,4.378,6113046715,深交所主板,正常上市
002281,光迅科技,192.04,3.79,153.893,11.529,158980090850,深交所主板,正常上市
002282,博深股份,5.89,-0.51,23.508,0.854,3103077870,深交所主板,正常上市
002283,天润工业,9.28,-0.32,25.521,1.695,10574162612,深交所主板,正常上市
002284,亚太股份,9.43,-0.95,13.114,1.99,6969716282,深交所主板,正常上市
002285,世联行,2.24,-1.75,-6.939,2.038,4463937045,深交所主板,正常上市
002286,保龄宝,8.06,-0.74,19.81,1.33,3062617683,深交所主板,正常上市
002287,奇正藏药,21.03,2.09,17.988,2.383,12031645809,深交所主板,正常上市
002289,宇顺电子,38.51,1.69,321.949,40.678,10792571258,深交所主板,正常上市
002290,禾盛新材,64.03,2.68,78.531,15.12,15886632490,深交所主板,正常上市
002291,遥望科技,5.67,0.53,-16.07,1.783,5304542152,深交所主板,正常上市
002292,奥飞娱乐,8.47,0.95,161.817,4.217,12524586434,深交所主板,正常上市
002292,奥飞娱乐,8.47,0.95,161.817,4.217,12524586434,深交所主板,正常上市
002293,罗莱生活,11.13,0.0,16.808,2.138,9318160445,深交所主板,正常上市
002294,信立泰,36.38,3.09,59.939,4.432,40557025543,深交所主板,正常上市
002295,精艺股份,8.94,-0.67,-42.607,1.725,2240507040,深交所主板,正常上市
002296,辉煌科技,9.12,0.77,20.804,1.423,3552973430,深交所主板,正常上市
002297,博云新材,18.99,-0.73,56.368,4.819,10883260513,深交所主板,正常上市
002297,博云新材,18.98,-0.78,56.368,4.819,10877529465,深交所主板,正常上市
002299,圣农发展,16.31,-0.37,13.646,1.767,20269583952,深交所主板,正常上市
002300,太阳电缆,7.49,-1.45,69.0,2.838,5410279413,深交所主板,正常上市
002301,齐心集团,7.61,2.28,73.851,1.756,5509700370,深交所主板,正常上市
002302,西部建设,4.83,-1.63,-8.675,0.785,6097171288,深交所主板,正常上市
002303,美盈森,5.34,1.33,33.925,1.827,8177268478,深交所主板,正常上市
002304,洋河股份,41.98,0.86,62.26,1.284,63240564207,深交所主板,正常上市
002305,*ST南置,2.12,-1.85,-2.773,14.692,3676537432,深交所主板,*ST退市风险警示
002306,ST云网,1.9,-1.04,-29.533,23.965,1652548750,深交所主板,ST风险警示
002307,北新路桥,3.02,-1.63,-52.61,1.154,4979312749,深交所主板,正常上市
002310,东方新能,2.58,0.0,-181.764,6.436,15478251062,深交所主板,正常上市
002311,海大集团,45.46,-0.59,19.351,2.971,75265049495,深交所主板,正常上市
002312,川发龙蟒,8.43,-1.4,39.646,1.641,15913388927,深交所主板,正常上市
002313,日海智能,8.67,1.17,-17.282,42.383,3246048000,深交所主板,正常上市
002314,南山控股,2.18,-1.36,-2.503,0.876,5902965878,深交所主板,正常上市
002315,焦点科技,27.06,-0.62,22.771,3.874,11159723381,深交所主板,正常上市
002316,亚联发展,4.48,-0.88,421.393,22.49,1761177600,深交所主板,正常上市
002317,众生药业,29.67,6.15,86.047,6.059,25217437253,深交所主板,正常上市
002318,久立特材,20.05,-1.04,12.926,2.148,19592272936,深交所主板,正常上市
002319,乐通股份,11.25,-0.53,-612.741,13.209,2356565738,深交所主板,正常上市
002320,海峡股份,6.63,-1.04,81.592,3.591,14823340654,深交所主板,正常上市
002321,华英农业,2.02,1.0,-68.308,4.674,4308437943,深交所主板,正常上市
002322,理工能科,11.86,10.02,19.241,1.536,4335161724,深交所主板,正常上市
002323,*ST雅博,1.32,-0.75,-16.447,14.602,2799528787,深交所主板,*ST退市风险警示
002324,普利特,9.4,-0.63,34.204,2.232,10455960731,深交所主板,正常上市
002326,永太科技,19.49,0.1,375.749,6.486,18030737626,深交所主板,正常上市
002327,富安娜,6.57,-0.61,15.883,1.461,5478511702,深交所主板,正常上市
002328,新朋股份,7.53,-0.4,28.327,1.701,5811428100,深交所主板,正常上市
002329,皇氏集团,4.62,10.0,-8.543,7.718,3845706411,深交所主板,正常上市
002330,得利斯,4.25,6.78,-246.389,1.166,2700089983,深交所主板,正常上市
002331,皖通科技,7.24,0.14,-9.146,2.149,3101686583,深交所主板,正常上市
002332,仙琚制药,8.68,1.17,21.49,1.412,8586298237,深交所主板,正常上市
002333,罗普斯金,5.52,-1.6,74.744,1.928,3725584896,深交所主板,正常上市
002334,英威腾,6.84,0.0,39.228,1.843,5609200824,深交所主板,正常上市
002337,赛象科技,4.64,-1.28,54.49,2.052,2731177080,深交所主板,正常上市
002338,奥普光电,44.88,-0.71,110.248,7.46,10771200000,深交所主板,正常上市
002339,积成电子,7.34,-1.48,454.306,2.118,3700037291,深交所主板,正常上市
002340,格林美,6.66,-1.33,21.352,1.558,33981715342,深交所主板,正常上市
002342,巨力索具,8.3,-0.6,526.164,3.262,7968000000,深交所主板,正常上市
002343,慈文传媒,5.26,-1.68,-74.963,2.607,2491558304,深交所主板,正常上市
002344,海宁皮城,3.94,1.29,105.284,0.599,5053510822,深交所主板,正常上市
002345,潮宏基,11.03,-1.08,17.128,2.434,9800295158,深交所主板,正常上市
002346,柘中股份,21.37,-0.33,33.787,3.257,9436466640,深交所主板,正常上市
002347,泰尔股份,6.07,-1.94,-32.824,2.775,3063542815,深交所主板,正常上市
002348,高乐股份,12.88,2.3,-301.491,30.643,12791632896,深交所主板,正常上市
002349,精华制药,7.14,2.73,26.618,2.097,5934256119,深交所主板,正常上市
002350,北京科锐,15.27,0.07,413.412,4.632,8281399730,深交所主板,正常上市
002351,漫步者,9.97,-0.8,20.544,2.88,8864396790,深交所主板,正常上市
002352,顺丰控股,33.09,-0.42,15.272,1.661,174229044301,深交所主板,正常上市
002353,杰瑞股份,141.01,0.15,51.586,6.155,144373911011,深交所主板,正常上市
002354,天娱数科,8.49,-0.47,-588.949,10.214,14047433612,深交所主板,正常上市
002355,兴民智通,4.9,1.03,-5.213,3.994,3275556900,深交所主板,正常上市
002356,鹏飞绿能,2.77,0.0,99.102,6.038,3632175023,深交所主板,正常上市
002357,富临运业,10.3,3.1,18.894,1.823,3228937071,深交所主板,正常上市
002358,森源电气,5.63,-1.4,53.237,1.564,5234531781,深交所主板,正常上市
002360,ST同德,5.46,-0.36,-1.964,2.382,2193687394,深交所主板,ST风险警示
002361,神剑股份,12.14,0.25,-3008.865,5.269,11545564524,深交所主板,正常上市
002362,汉王科技,16.24,0.0,-17.689,4.374,3969943451,深交所主板,正常上市
002363,隆基机械,6.52,-0.76,41.428,1.248,2718157363,深交所主板,正常上市
002364,中恒电气,43.88,5.51,188.917,9.897,24729230445,深交所主板,正常上市
002365,永安药业,13.66,1.04,116.179,2.014,4025362950,深交所主板,正常上市
002366,融发核电,6.1,-0.81,-171.454,2.739,12693719604,深交所主板,正常上市
002367,康力电梯,5.45,-0.55,14.57,1.188,4347712735,深交所主板,正常上市
002368,太极股份,14.52,-0.48,-10.223,2.274,9049318273,深交所主板,正常上市
002369,卓翼科技,5.97,0.17,-13.731,18.127,3384728992,深交所主板,正常上市
002370,亚太药业,6.0,0.67,44.069,4.003,4474005180,深交所主板,正常上市
002370,亚太药业,5.99,0.5,44.069,4.003,4466548505,深交所主板,正常上市
002371,北方华创,760.0,0.0,99.235,14.065,551523792000,深交所主板,正常上市
002372,伟星新材,8.53,-1.04,15.777,2.875,13580084038,深交所主板,正常上市
002373,千方科技,7.88,-0.76,243.225,1.081,12451883134,深交所主板,正常上市
002374,中锐股份,3.22,-0.31,-10.783,6.53,3494373891,深交所主板,正常上市
002375,亚厦股份,3.65,0.0,14.871,0.588,4890987218,深交所主板,正常上市
002376,新北洋,6.67,-0.74,67.76,1.418,5406452148,深交所主板,正常上市
002377,国创高新,2.67,-1.84,108.577,6.178,2446588287,深交所主板,正常上市
002378,章源钨业,26.52,-0.64,50.66,11.718,31861596502,深交所主板,正常上市
002380,科远智慧,29.31,-0.41,45.621,2.892,7034155232,深交所主板,正常上市
002381,双箭股份,5.47,-0.73,39.724,1.043,2251331222,深交所主板,正常上市
002382,蓝帆医疗,6.07,-0.16,-7.258,0.884,6116075707,深交所主板,正常上市
002383,合众思壮,7.09,-0.7,-32.755,3.502,5249154562,深交所主板,正常上市
002384,东山精密,209.39,4.6,188.189,16.959,383520301125,深交所主板,正常上市
002385,大北农,3.03,-0.33,-13.641,1.757,12969527054,深交所主板,正常上市
002386,天原股份,5.79,-0.86,49.264,0.985,7536536553,深交所主板,正常上市
002387,维信诺,7.16,-0.83,-4.025,3.836,10001059668,深交所主板,正常上市
002388,新亚制程,6.0,-1.8,-97.737,3.195,3039205320,深交所主板,正常上市
002389,航天彩虹,18.85,0.27,116.894,2.29,18565666996,深交所主板,正常上市
002390,信邦制药,3.17,1.93,48.255,0.901,6162010422,深交所主板,正常上市
002391,长青股份,5.14,-0.96,63.945,0.799,3338905707,深交所主板,正常上市
002392,北京利尔,7.46,-0.93,21.934,1.491,8881061659,深交所主板,正常上市
002393,力生制药,15.07,1.48,11.23,1.009,4645976550,深交所主板,正常上市
002395,双象股份,12.41,-0.64,20.266,2.144,3328473690,深交所主板,正常上市
002396,星网锐捷,31.3,6.32,58.985,3.395,23805351844,深交所主板,正常上市
002397,梦洁股份,3.55,-1.93,47.618,2.173,2654624123,深交所主板,正常上市
002398,垒知集团,4.17,0.0,63.556,0.804,2870123872,深交所主板,正常上市
002399,海普瑞,10.84,1.88,41.689,1.302,15905490851,深交所主板,正常上市
002400,省广集团,7.84,6.96,171.73,2.727,13667763084,深交所主板,正常上市
002401,中远海科,12.43,-0.16,130.736,2.781,4619838709,深交所主板,正常上市
002402,和而泰,21.45,-0.65,29.871,2.879,19806704453,深交所主板,正常上市
002403,爱仕达,9.92,0.4,-14.481,2.443,3379134704,深交所主板,正常上市
002404,嘉欣丝绸,5.98,-0.33,18.024,1.614,3349108215,深交所主板,正常上市
002405,四维图新,6.64,-0.6,140.866,1.784,15737701805,深交所主板,正常上市
002406,远东传动,6.86,-1.01,28.94,1.215,5009344063,深交所主板,正常上市
002407,多氟多,37.62,0.59,85.557,5.108,44784073246,深交所主板,正常上市
002408,齐翔腾达,4.93,-1.99,-20.87,1.279,14015381283,深交所主板,正常上市
002409,雅克科技,154.89,-0.19,73.204,9.097,73716438045,深交所主板,正常上市
002410,广联达,9.35,-0.74,37.721,2.542,15445679598,深交所主板,正常上市
002410,广联达,9.34,-0.85,37.721,2.542,15429160154,深交所主板,正常上市
002412,汉森制药,7.43,1.78,16.575,1.541,3738776000,深交所主板,正常上市
002413,雷科防务,8.83,0.34,-184.693,3.549,11649778602,深交所主板,正常上市
002414,高德红外,13.99,0.0,61.6,8.055,59747598151,深交所主板,正常上市
002415,海康威视,35.79,-1.86,19.96,3.889,328010752775,深交所主板,正常上市
002416,爱施德,10.01,-1.38,32.907,2.069,12405210878,深交所主板,正常上市
002419,天虹股份,4.7,1.51,66.831,1.327,5363905888,深交所主板,正常上市
002420,毅昌科技,5.84,0.17,12.766,3.025,2401933600,深交所主板,正常上市
002422,科伦药业,47.49,1.24,47.985,3.074,75546199568,深交所主板,正常上市
002423,中粮资本,9.05,-0.55,20.623,0.874,20852155454,深交所主板,正常上市
002424,ST百灵,4.76,2.59,-66.296,2.09,6652568384,深交所主板,ST风险警示
002426,胜利精密,2.77,-0.72,-12.351,5.741,9425273787,深交所主板,正常上市
002428,云南锗业,103.83,-2.03,3561.809,46.192,67813449600,深交所主板,正常上市
002429,兆驰股份,8.41,1.82,32.348,2.253,38071570505,深交所主板,正常上市
002430,杭氧股份,23.81,-0.46,23.59,2.314,23294743886,深交所主板,正常上市
002431,ST棕榈,1.36,-0.73,-2.121,8.252,2451270480,深交所主板,ST风险警示
002432,九安医疗,74.0,3.18,15.031,1.592,34476147194,深交所主板,正常上市
002434,万里扬,6.06,0.0,38.949,1.343,7954356000,深交所主板,正常上市
002436,兴森科技,34.85,-1.13,411.615,11.13,59233623671,深交所主板,正常上市
002437,誉衡药业,4.25,10.1,23.026,3.969,9476939536,深交所主板,正常上市
002438,江苏神通,14.18,-0.49,25.576,1.891,7196881197,深交所主板,正常上市
002439,启明星辰,13.96,-0.78,-32.199,1.553,16911146862,深交所主板,正常上市
002441,众业达,8.04,-0.25,23.686,0.964,4378130616,深交所主板,正常上市
002442,龙星科技,5.0,-1.57,126.996,1.369,2516868430,深交所主板,正常上市
002443,金洲管道,8.63,-1.6,29.672,1.282,4492221538,深交所主板,正常上市
002444,巨星科技,30.06,-0.07,14.006,1.878,35906014151,深交所主板,正常上市
002445,中南文化,3.19,4.59,144.568,3.318,7581378024,深交所主板,正常上市
002446,盛路通信,8.74,-1.13,115.018,3.143,8000733428,深交所主板,正常上市
002448,中原内配,11.94,-1.0,14.146,1.786,7025611173,深交所主板,正常上市
002449,国星光电,6.46,0.0,-63.153,1.063,3995362512,深交所主板,正常上市
002451,摩恩电气,7.43,-1.33,245.397,4.243,3274178100,深交所主板,正常上市
002452,长高电气,11.56,0.96,19.604,2.585,7171038903,深交所主板,正常上市
002453,华软科技,4.52,-0.88,-13.393,4.91,3671899410,深交所主板,正常上市
002454,松芝股份,5.07,-0.78,19.756,1.092,4456903558,深交所主板,正常上市
002455,百川股份,7.28,-1.36,-57.833,1.88,5259527000,深交所主板,正常上市
002456,欧菲光,7.34,-0.94,-174.725,4.905,25660017685,深交所主板,正常上市
002457,青龙管业,11.01,-1.08,28.565,1.447,3671689668,深交所主板,正常上市
002458,益生股份,10.15,-0.88,31.055,3.126,14526609346,深交所主板,正常上市
002460,赣锋锂业,53.2,-1.3,29.312,2.401,111544142293,深交所主板,正常上市
002461,珠江啤酒,8.67,-0.23,20.701,1.709,19189557922,深交所主板,正常上市
002462,嘉事堂,12.41,0.32,34.984,0.823,3620085359,深交所主板,正常上市
002463,沪电股份,124.04,0.84,55.737,14.281,238698053129,深交所主板,正常上市
002465,海格通信,10.72,-0.19,-32.175,2.327,26605259923,深交所主板,正常上市
002466,天齐锂业,47.81,-1.48,36.651,1.76,81908967927,深交所主板,正常上市
002468,申通快递,14.14,-0.77,13.584,1.897,21645542627,深交所主板,正常上市
002469,三维化学,5.81,-1.19,28.139,1.422,3769891880,深交所主板,正常上市
002470,金正大,1.97,-1.01,173.862,3.036,6473474652,深交所主板,正常上市
002471,中超控股,5.82,-1.02,-190.096,4.42,7966183200,深交所主板,正常上市
002472,双环传动,39.11,0.96,26.198,3.227,33243409734,深交所主板,正常上市
002474,榕基软件,7.09,6.62,-67.67,3.35,4411398000,深交所主板,正常上市
002475,立讯精密,56.84,-0.89,25.543,4.687,439817677773,深交所主板,正常上市
002476,新叶股份,4.61,1.1,94.1,2.934,2821320000,深交所主板,正常上市
002478,常宝股份,6.28,-0.48,12.917,0.932,5657050552,深交所主板,正常上市
002479,富春环保,5.73,-1.38,23.497,1.159,4956450000,深交所主板,正常上市
002480,新筑股份,5.65,-0.7,-23.074,5.388,4345802986,深交所主板,正常上市
002481,双塔食品,4.29,0.23,137.066,2.183,5292557985,深交所主板,正常上市
002482,广田集团,1.32,-0.75,-42.137,11.13,4951270319,深交所主板,正常上市
002483,润邦股份,5.84,1.57,14.43,1.124,5176975532,深交所主板,正常上市
002484,江海股份,71.75,10.0,89.142,9.497,61025092767,深交所主板,正常上市
002485,ST雪发,6.08,0.83,-16.709,3.264,3307520000,深交所主板,ST风险警示
002486,嘉麟杰,2.44,-0.41,52.456,1.869,2011250764,深交所主板,正常上市
002487,大金重工,43.17,-1.05,24.457,3.164,31949506101,深交所主板,正常上市
002488,金固股份,8.81,-0.68,153.773,2.528,8769818163,深交所主板,正常上市
002489,浙江永强,2.77,-0.36,24.086,1.303,6008175187,深交所主板,正常上市
002491,通鼎互联,19.47,3.34,-153.0,9.516,23947992915,深交所主板,正常上市
002492,恒基达鑫,5.63,-0.53,-34.856,1.407,2280150000,深交所主板,正常上市
002493,荣盛石化,12.84,-1.68,41.709,2.766,128264438541,深交所主板,正常上市
002494,华斯股份,4.79,-1.24,65.403,1.436,1807318339,深交所主板,正常上市
002495,佳隆股份,2.44,1.24,115.961,2.062,2282926464,深交所主板,正常上市
002496,辉丰股份,2.12,-0.93,-13.926,2.868,3196090115,深交所主板,正常上市
002497,雅化集团,18.94,-1.35,24.575,1.98,21829534129,深交所主板,正常上市
002498,汉缆股份,7.02,-1.27,40.852,2.646,23354107920,深交所主板,正常上市
002500,山西证券,5.38,0.56,20.769,1.03,19312970923,深交所主板,正常上市
002501,*ST利源,1.32,0.0,-27.508,29.204,4686000000,深交所主板,*ST退市风险警示
002507,涪陵榨菜,11.57,0.09,17.379,1.48,13350843154,深交所主板,正常上市
002510,天汽模,5.67,-0.18,96.199,2.27,5755836474,深交所主板,正常上市
002511,中顺洁柔,7.23,-0.28,26.165,1.675,9262632172,深交所主板,正常上市
002512,ST达华,3.9,0.26,-33.925,13.338,4299424865,深交所主板,ST风险警示
002513,蓝丰生化,5.21,-1.51,-10.701,48.922,1956844625,深交所主板,正常上市
002515,金字火腿,7.2,-0.55,-1516.906,3.361,8716421981,深交所主板,正常上市
002516,旷达科技,5.39,-0.55,40.675,2.069,7927820496,深交所主板,正常上市
002517,恺英网络,17.67,-0.84,17.428,3.646,37750951945,深交所主板,正常上市
002518,科士达,35.51,1.69,32.418,4.16,20674813088,深交所主板,正常上市
002519,银河电子,5.66,-0.35,-129.016,2.87,6375598883,深交所主板,正常上市
002519,银河电子,5.65,-0.53,-129.016,2.87,6364334574,深交所主板,正常上市
002520,日发精机,6.53,-0.91,-38.607,16.523,4899100967,深交所主板,正常上市
002521,齐峰新材,7.07,0.28,22.275,0.989,3959631624,深交所主板,正常上市
002522,浙江众成,5.06,-0.78,77.735,1.967,4583243698,深交所主板,正常上市
002523,天桥起重,3.36,-1.18,41.493,1.926,4759913088,深交所主板,正常上市
002524,光正眼科,4.0,0.5,-86.44,22.452,2061326296,深交所主板,正常上市
002526,山东矿机,2.77,-1.42,62.057,1.521,4938338926,深交所主板,正常上市
002527,新时达,11.86,-0.5,1283.499,6.322,7863906911,深交所主板,正常上市
